clean_statement,label,Category
"Maneka says Malappuram famous for such incidents , forest officials say no one fed elephant pineapple intentionally",1,POLITICS
B R Ambedkar's statue found damaged in Uttar Pradesh,1,TERROR
"Make Mandarin must for troops, ITBP instructed",1,POLITICS
"Despite star-studded campaign, Greater Hyderabad Municipal Corporation election registers low polling",1,ELECTION
"Jawaharlal Nehru s precious legacy is being undermined daily, says Sonia Gandhi",1,ELECTION
Navy's fifth Scorpene-class submarine Vagir launched,1,COVID-19
Fact Check: Did Tata Motors Launch Electric Car 'EVision' Which Can Run For 1000 Km On One Charge?,0,COVID-19
Fact Check: Old anti-CAA protest in Kolkata goes viral as Bihar?s opposition to PM Modi.Fact Check: Is this the school bus anti-CAA protesters targeted in Delhi s Seelampur?,0,VIOLENCE
"Fact Check: Did Barack Obama, Dr Anthony Fauci & Melinda Gates Visit Wuhan Lab?",0,MISLEADING
Old video from Russia falsely viral as Iranians watching Azerbaijan-Armenia conflict live,0,VIOLENCE
Fact Check: Rahul Gandhi's claim on Ordnance factory of Amethi is misleading,0,COVID-19
"AIIA starts providing free testing, treatment facilities to Covid patients",1,COVID-19
GB Nagar DM shares new guidelines for lockdown 4.0,1,GOVERNMENT
ICMR partners with Bharat Biotech to develop COVID-19 vaccine,1,COVID-19
Newly elected BJP MP Arjun Singh says party will send 10 lakh Jai Shri Ram post cards to Mamata,1,ELECTION
"67 deaths, 6,233 fresh virus cases in UP",1,COVID-19
"No, Banks will not remain closed in the first week of September, as claimed by viral WhatsApp forward",0,MISLEADING
This video shows Amitabh Bachchan praising healthcare workers two months before he tested positive for COVID-19,0,COVID-19
"BJP brings new state leadership to Bihar, names Vijay Kumar Sinha in Speaker post fight",1,ELECTION
Fact Check: TikTok star hurt in road mishap passed off as NRC protester injured at JNU,0,MISLEADING
Malabar naval exercise of Quad nations to begin on 3 November,1,TERROR
India one of world s top markets for solar energy: ISA,1,POLITICS
Ensure timely salary to docs: Supreme Court,1,VIOLENCE
Don t fall for this FAKE picture of Kanhaiya Kumar; here s the...,0,GOVERNMENT
Fact Check: Indian government has not released a five-phase roadmap to...,0,POLITICS
3 Indians in UAE lose job for Islamophobia,1,POLITICS
Congress meet at Sonia Gandhi s residence to finalise list of candidates for Delhi Assembly election,1,ELECTION
Fact Check: Misleading claims about this boy rescuing a baby deer flood social media,0,COVID-19
Rahul Gandhi gets front row view of Republic Day parade after last year s cheap seat politics,1,ELECTION
"No, Police Did Not Lathicharge Congress Workers For Saying 'Pakistan.... No, Pakistani Doctors Did Not March In Solidarity With West Bengal's...",0,VIOLENCE
The time has come for all schools to require the flu shot,1,COVID-19
"No, Pakistani Doctors Did Not March In Solidarity With West Bengal's....1 in 2 Women Aged 15-49, 1 in 2 Pregnant Women In Rural Areas Anaemic In 2015-16",0,VIOLENCE
"Postcard News editor does it again, allegedly posts old photo of Yasin Malik arrest to claim crackdown on separatists",0,VIOLENCE
Sikh man involved in turban row has arms license valid only in J&K's Rajouri: Police,1,GOVERNMENT
Old video of lathicharge in Bihar shared as policemen beating up Kashmiris.Delhi Police Launches Giant Lathicharge Chambers To Beat Protesters More Humanly,0,VIOLENCE
"No, That's Not Aurangzeb At Congress HQ Looking Down At Rahul Gandhi",0,MISLEADING
"Single-day count dips, Kerala first state to see no new case",1,COVID-19
"Election Commission: 1,157 candidates have criminal history",1,ELECTION
"Man throws off 2 children from 4th floor in Kolkata, 1 dies",1,VIOLENCE
Fact Check: Viral image of cable car fire accident is from Palestine not Haridwar,0,VIOLENCE
BJP s N K Yadav to be new speaker of Bihar assembly,1,ELECTION
Fake News Claims Narendra Modi Is Second Most Corrupt Prime Minister In The World,0,GOVERNMENT
"Keep middle seat vacant, DGCA tells airline operators",1,POLITICS
"Maha Vikas Aghadi announces Common Minimum Program, focuses on farmers, unemployment",1,GOVERNMENT
"Jaitley Claim on Aadhaar + Direct Benefit Transfer Gain of Rs 90,000 Cr Annually Is False",0,POLITICS
Fact Check: Rawalpindi School With High-Tech Attendance System Goes Viral As Delhi's,0,MISLEADING
"Nikita, Shantanu attended zoom meeting organised by Pro-Khalistani group PFJ: Delhi Police",1,VIOLENCE
India test-fires BrahMos supersonic cruise missile,1,COVID-19
Congress announces Bihar poll panels; Surjewala to head election management and coordination committee,1,ELECTION
"Malegaon case: Court directs NIA to summon witnesses, asks all accused to appear before it",1,VIOLENCE
"Fact Check: Were these toilets built under Swachh Bharat Abhiyan scheme? No, Here s the truth",0,COVID-19
Fact Check: This video of police damaging CCTV is not linked to January 26 tractor rally,0,VIOLENCE
Image of IAS topper pulling proud father in rickshaw re-surfaces; Fact Check,0,GOVERNMENT
Congress leader tweets Hitler and Modi pictures; here s the fact check,0,ELECTION
Video of a couple swimming inside a house full of water is from Prayagraj and it is an old video.,0,VIOLENCE
"No, Police Did Not Lathi Charge Youths Demanding Jobs In Madhya",0,VIOLENCE
"Maharashtra reports 1,089 new COVID-19 cases",1,COVID-19
"Coronavirus overdose on TV, social media wreaking havoc on mental and physical health of people",1,VIOLENCE
Both Goa MLAs who staged coup in MGP & merged it into ally BJP are now state ministers,1,ELECTION
Govt holds 9th round of talks with protesting farmer unions over farm laws,1,GOVERNMENT
Rajasthan Congress Committee Gen Sec shares police lathi-charge video from Aligarh as Rajasthan,0,VIOLENCE
"We have to sort out some more issues , says Pawar on Maharashtra after meeting Sonia Gandhi",1,ELECTION
India s Covid cases tally crosses 55-lakh mark; records highest single-day recovery,1,COVID-19
"Entire nation is with Assam, says Rahul Gandhi, asks Congress workers to help people affected by floods",1,GOVERNMENT
Viral Video Of Grief-Stricken Rickshaw Puller Is From Bangladesh.Fact Check: Viral video of attack on Nitish Kumar s convoy is two years old,0,VIOLENCE
"Union Minister Says Pesticide Usage Reduced, Cotton Yield Increased Because of BT Cotton. Is It",0,COVID-19
Supreme Court seeks details from Centre on funds for children homes,1,TERROR
Fact Check: Photo of BJP worker murdered by TMC goons in West Bengal is from 2018,0,VIOLENCE
Fact Check: Has Golden Girl Hima Das Qualified For Tokyo Olympics...,0,MISLEADING
"Karti Chidambaram wants Congress to go bold , field Priyanka for Kanyakumari LS bypoll",1,ELECTION
Slip into a manhole! SMC Sewer maps will guide you home,1,GOVERNMENT
Is this video of lathicharge on Shikshakarmis in Gorakhpur on 1st June? Fact Check!,0,VIOLENCE
Fulfilled Sardar Patel s dream of uniting nation: Amit Shah on Centre s Kashmir move,1,TERROR
Fact Check: This article praising PM Modi was not published by The New York Times,0,GOVERNMENT
Government approves higher rewards for NCC cadets,1,COVID-19
Fact Check: Netizens fight over this stunning waterfall. Here s the truth,0,TRAD
"BJP says Modi govt committed to restoring J&K statehood, will do it when situation is better",1,POLITICS
Railway minister Piyush Goyal s mother Chandrakanta Goyal dies; leaders offer condolences,1,POLITICS
"Amid Coronavirus scare, Indigo says its flight schedule remains unaffected",1,POLITICS
Bayern Munich beats Lyon to set up Champions League final showdown against PSG,1,POLITICS
JP Nadda announces new team of BJP s national office-bearers,1,ELECTION
World community should isolate nations that sponsor terrorism: Vice President,1,POLITICS
CAG To Restart RIL Audit By Next Month: Oil Secretary,1,GOVERNMENT
"Fact Check: Photo Of School Children Hanging From Wire Bridge Is Not From Uttarakhand. Congress takes swipe at Delhi govt with posts of flooded house & bus, here are the facts",0,POLITICS
"Safeguard students or troll them? Minister of State for Home, Rijiju, makes the difficult choice of doing the latter.",0,POLITICS
4.3 magnitude earthquake hits Nicobar Islands,1,GOVERNMENT
Fact Check: Did PM Modi Bow Down Before Gautam Adani s Wife?...,0,GOVERNMENT
"No date yet, but Bodo council poll campaign heats up with rallies despite Covid restrictions",1,ELECTION
India s average temperature likely to rise by 4.4 degrees by end of 21st century: Govt report,1,COVID-19
"CAA Protests: Section 144 In Bengaluru Was Illegal, Says Karnataka HC",1,VIOLENCE
Kerala CM directs Excise dept to provide liquor to those with doctor s prescription after surge in suicides,1,GOVERNMENT
Congress last-ditch effort in Haryana hits stumbling block Rahul Gandhi s image,1,ELECTION
Fake: Pre-poll survey by BBC predicts thumping win for BJP in Lok Sabha 2019,0,POLITICS
Another staff member of AIIMS dies due to coronavirus in Delhi,1,VIOLENCE
Yogi not listening to PM : Row over CM attending event to shift Ram Lalla during lockdown,1,GOVERNMENT
"After failed rape bid, woman in Bihar set on fire, dies",1,ELECTION
Samples of suspected COVID-19 patient who killed self at hospital weren t collected: Health Ministry,1,COVID-19
Kanwar Yatra Management App launched on android,1,COVID-19
Khushbu Sundar joins BJP hours after quitting Congress,1,ELECTION
Public mandate being misused by govt: Sonia Gandhi,1,GOVERNMENT
"RSS first announces its lecture series at Vigyan Bhawan, asks for permission later",1,GOVERNMENT
Need to fix accountability in state : Priyanka Gandhi on Kanpur shootout incident,1,ELECTION
IAF to operationalise second Tejas squadron in Sulur in Tamil Nadu on Wednesday,1,POLITICS
"To revive economy, give cash to poor: P Chidambaram to govt",1,GOVERNMENT
Bihar election in-charge of BJP Devendra Fadnavis tests positive for coronavirus,1,ELECTION
"Cold response from insurance firms, PMC plan to give health cover to urban poor for Covid treatment in limbo",1,COVID-19
Kamal Nath offers to quit as MP Cong chief,1,ELECTION
"Big rise in Coronavirus cases in Maharashtra, Health Minister says, heading for Stage 3",1,COVID-19
Did Amit Shah Meet Arvind Kejriwal With Shoe In Hand?,0,GOVERNMENT
Police complaint against Meghalaya journalist over FB post,1,VIOLENCE
"YSR announces Rs 5,000 for plasma donors",1,COVID-19
Does Lalu still hold sway over Yadav votes that s the big question in Bihar this time,1,GOVERNMENT
Russian Covid vaccine to be tested in India this month,1,COVID-19
"Stand five minutes to honour Modi, a ?mischief to drag Modi....Honorary Degree To PM Narendra Modi Retracted And Other News You...",0,GOVERNMENT
"After one of the longest recorded seasons, monsoon withdraws from the country",1,TERROR
Nitin Gadkari inaugurates breakthrough event of Chamba Tunnel under Chardham Pariyojana,1,GOVERNMENT
Top Credit Cards For Excellent Credit,1,TERROR
Fact Check: Ayyappa Devotee Committed Suicide A Day Before Two Women...,0,GOVERNMENT
SCBA president recused from EC meet on resolution condemning AP CM s letter to CJI: Secy,1,POLITICS
"ED brings back Rs 1,350-crore worth polished diamonds, pearls of Nirav Modi, Choksi firms from HK",1,TERROR
3 die after collapsing at Goa s Sunburn Festival; police denies involvement of drugs,1,VIOLENCE
"Ahead of SP-BSP seat-sharing talks, RLD unsure what s in store for it",1,ELECTION
Delhi High Court asks state government to ensure food grains for poor,1,GOVERNMENT
Fact Check: Viral photo of Maharashtra s first Muslim woman SP is false,0,MISLEADING
Can govt confirm that no Chinese troops have entered India?: Rahul Gandhi,1,TERROR
Thackeray inducts Geeta Jain into Shiv Sena,1,ELECTION
31 cadets conferred degrees on graduation at Army Cadet College,1,GOVERNMENT
Why Modi has reasons to be anxious as he prepares for a second term in office,1,POLITICS
"300 academics from JNU, IIT, BHU & other universities launch campaign for Modi re-election",1,GOVERNMENT
Nirbhaya's lawyer to fight case of Hathras victim,1,VIOLENCE
Why are Electoral Bonds not available in some cities? Because SBI is yet to update the software,0,COVID-19
"Fire at SSG Hospital: Three months later, panel yet to submit report",1,GOVERNMENT
Rahul Gandhi suggests future Harvard studies on 3 failed policies of PM Modi,1,ELECTION
"Donald Trump blames China, Russia & India for rising air pollution",1,POLITICS
"Priyanka Gandhi takes holy dip at Sangam, visits ancestral home in Prayagraj",1,GOVERNMENT
Fact Check: Did Andhra Pradesh government change its emblem?,0,MISLEADING
"Fact Check: Viral post on 'Made-in-India' Signal, Sanskrit coding is a work of satire",0,MISLEADING
Kerala gold smuggling case: Court orders special protection in jail for accused,1,VIOLENCE
"Gr Noida: Partially-burnt body found in house, woman's body found in canal",1,GOVERNMENT
"SCO Heads of Govt (CHG) slated to discuss vaccines by India, Russia, China",1,COVID-19
Priyanka Gandhi announces Nadi Adhikar Yatra for UP fishermen,1,GOVERNMENT
Fact Checked: Don t believe this picture; it s photoshopped!,0,GOVERNMENT
Digitally Edited Clip Viral As Three-Eyed Baby Born In Germany,0,VIOLENCE
BJP cancels virtual rallies to honour the supreme sacrifice of soldiers,1,POLITICS
"Cyclone AMPHAN turns extremely severe , likely to become super cyclone; Odisha, Bengal on alert",1,VIOLENCE
Hundreds violate lockdown order in Karnataka to participate in temple event,1,TERROR
BJP hits back at Rahul over his latest Ladakh face-off remarks: He insulted our soldiers again,1,ELECTION
Rhea Chakraborty files complaint against Sushant Singh s sisters; alleges their role in actor s suicide,1,VIOLENCE
"SC pulls up Delhi, Maharashtra governments for being irresponsible towards migrant workers during lockdown",1,GOVERNMENT
LIVE | Delhi death toll climbs to 39; SN Shrivastava replaces Amulya Patnaik as Delhi Police Commissioner,1,VIOLENCE
Wheat purchase 18% less than last year: Paswan,1,GOVERNMENT
"Amid joy and sorrow, Maharashtra tribal girl weds week after dad's suicide",1,POLITICS
BSP chief Mayawati slams Uttar Pradesh government move to appoint Lok Kalyan Mitras,1,GOVERNMENT
"Ruling LDF in Kerala to field 6 sitting MPs, MLAs in Lok Sabha polls",1,ELECTION
Fact Check: Netizens book seats for fake news on theatres reopening.Fact Check: Fake letters flood social media in poll-bound MP,0,MISLEADING
Bihar Opp asks EC to save poll exercise turning into super spreader event,1,GOVERNMENT
Cadbury is NOT offering 500 free baskets of chocolates on 196th anniversary; Fact Check,0,COVID-19
Fact check: Images of farmers protest in Berlin going viral now are from 2019,0,VIOLENCE
"Ram temple built by Hindus, Muslims, Christians & Sikhs is Bengal s answer to BJP politics",1,GOVERNMENT
"Bus row intensifies, UP s BJP govt slams Congress-ruled Rajasthan for bill to ferry students",1,ELECTION
Trapped civet cat rescued through special operation in Dehradun,1,VIOLENCE
"Follow raj dharma , tell people about reality of Chinese incursions: Congress to PM",1,ELECTION
"Make Nath, Shivakumar in-charge of elections, treat polls as full-time job Karti Chidambaram",1,ELECTION
Fact Check: Amit Shah's claim about Opposition leaders not raising patriotic slogans incorrect,0,POLITICS
Fact Check: Viral tweet of Rajinikanth apologising for travelling without e-pass is fake. Fact Check: Viral tweet of Rajinikanth apologising for travelling without e-pass is fake,0,MISLEADING
"Fact Check: No, PM Modi was not watching the Imran Khan-Donald Trump meet on the big screen.Fact Check: No, PM Modi Has Not Announced Lockdown In Five States As Claimed By A Viral Video",0,GOVERNMENT
Palghar lynching case: CID files chargesheet against 126 accused,1,VIOLENCE
"Post Unlock 2.0, new SOPs for Goa soon: CM Pramod Sawant",1,ELECTION
"Bhima-Koregaon symbol of resistance, NIA stooges can t erase : Rahul Gandhi",1,ELECTION
"Nod to Patanjali s Coronil, not a drug for Covid",1,COVID-19
Did The Wife Of Abu Dhabi's Crown Prince Carry The Ramayana? A...,0,VIOLENCE
"Maharashtra seeks Kerala s help to fight Coronavirus, requests for 50 doctors, 100 nurses as cases cross 50k",1,COVID-19
"Uddhav Thackeray, once a critic of dynastic politics, now has 22 dynasts in his cabinet",1,ELECTION
"If Sharad Pawar becomes UPA chairperson, I ll like it : Sushilkumar Shinde",1,ELECTION
"Modi govt should leave arrogance of power, withdraw farm laws unconditionally Sonia Gandhi",1,ELECTION
Adani warns of growth being hit if rural-to-urban migration is not checked,1,COVID-19
Old Images Falsely Shared As Terrorists Killed In IAF Air Strikes,0,VIOLENCE
"PM-CARES fund received donations from Chinese firms, Cong hits back at Govt, targets PM Modi",1,POLITICS
Nation sees 10 lakh coronavirus cases in 11 days; tally goes beyond 50 lakh,1,COVID-19
Chargesheet filed against Arnab Goswami in 2018 suicide case,1,VIOLENCE
India s corona fatality rate down to 2.35%,1,COVID-19
"Pacts undone, LAC sanctity under threat",1,POLITICS
Don t believe this FAKE picture of Bear Grylls; here s the fact...,0,GOVERNMENT
"MoD abolishes 9,300 posts in Military Engineering Service",1,GOVERNMENT
Fact Check: Mughal Gardens At Rashtrapati Bhavan Renamed To 'Dr....,0,MISLEADING
SC To Decide On Referring EWS Quota Issue To Constitution Bench On March 28,1,TERROR
"TMC worker killed, party blames Cong",1,ELECTION
Fact Check: Old video of overcrowded train in Bangladesh shared as...,0,VIOLENCE
Cropped Fact Check Video Debunking Shah Rukh Khan Donating To Pakistan ....Fact Check: Photoshopped images pit Jats against Gehlot and Raje in Rajasthan,0,COVID-19
"Infighting, Hooda politics , structural gaps why Congress s Haryana unit appears messy",1,POLITICS
"Odisha s Game of Thrones whoever wins, these families will remain in power",1,POLITICS
How Vikas Purush Nitish Kumar favoured fellow Kurmis in Bihar administration and politics,1,ELECTION
"Encroachment of state land: Fresh list names PDP office, party leader",1,ELECTION
"Mahoba gangster arrested, but not for businessman s murder",1,VIOLENCE
"Setback for Manipur govt after three BJP MLAs resign, NPP withdraws support",1,ELECTION
India and the UK to jointly fight COVID-19,1,COVID-19
Tejashwi Yadav interview: People of Bihar did not get to connect with anyone in a long time They now finally feel heard,1,ELECTION
"Fact Check: No, this young Muslim girl is not pregnant",0,MISLEADING
Yogi government cracks down on Mukhtar Ansari s economic empire,1,ELECTION
Civil judge dismissed for torturing minor girl in Uttarakhand,1,VIOLENCE
RSS man dressed in burqa caught by the police for waving Pak flag? False claim,0,VIOLENCE
"Pak continues to foment 'culture of violence' at home, across its borders: India at UN",1,POLITICS
Clashes erupt as migrants refused entry by villagers,1,GOVERNMENT
"Supriya Sule praises Raj Thackeray for standing up to Modi govt, says proud he has guts",1,ELECTION
"1,406 new coronavirus patients in Mumbai, 42 deaths",1,COVID-19
Rahul Gandhi's Fuzzy History Of Coca-Cola's Origin & Founder,0,COVID-19
Alliance with NC & Congress is need of the hour: PDP chief Mehbooba Mufti,1,ELECTION
"Navi Mumbai airport, hit by lockdown & funds crisis, could be ready with one runway in 2023",1,GOVERNMENT
Mumbai: Protesters seek fresh probe into Judge Loya death case,1,VIOLENCE
SSB jawan arrested in Rajouri district,1,COVID-19
How and why Ashok Gehlot baited Sachin Pilot to turn rebel,1,ELECTION
"PM Modi expresses shock over Beirut explosions that killed 73, wounded thousands",1,POLITICS
Cape Town unfiltered: These photographers are shedding new light on the city,1,POLITICS
History will judge your silence and indifference : Kangana Ranaut targets Sonia Gandhi,1,ELECTION
COVID-19 pandemic: West Bengal extends lockdown till July 31,1,GOVERNMENT
Posturing & double standard why Shiv Sena is drawing flak for leading Aarey stir,1,ELECTION
"Nitish makes anti-govt social media posts a cybercrime, Tejashwi says CM is like Hitler",1,ELECTION
"In just 5 years, private banks have narrowed public sector s huge lead in loans & deposits",1,TERROR
NIA arrests former BJP sarpanch in case related to former J-K cop,1,VIOLENCE
"Those demanding Congress internal elections right now only helping BJP, Kumari Selja says",1,ELECTION
"Bill Gates Warns World, Says, Pandemic May Worsen In Coming Months",1,COVID-19
"Karnataka likely to open gyms, fitness centres, golf courses after May 17",1,GOVERNMENT
Chidambaram s jibe at Sitharaman: How will FM as Messenger of God describe economy before Covid,1,ELECTION
Will pass Bill in Punjab House against central farm laws: CM,1,GOVERNMENT
RRB Paramedical final answer keys 2019 released at rrbcdg.gov.in | Direct link given here,1,TERROR
Pawan Kalyan s Jana Sena Party announces support to BJP for Hyderabad civic polls,1,GOVERNMENT
Closely engaged with govts to keep check on anti-India elements MEA on Khalistani groups,1,TERROR
Delhi wakes up to foggy morning with temperature dips to 9 degree Celsius,1,GOVERNMENT
Probe ordered into video showing MP cops beating up couple mercilessly for resisting land eviction,1,VIOLENCE
"PM Modi has given Armed Forces freehand, says Piyush Goyal, avoids naming China and Ladakh",1,POLITICS
Fact Check: Truth behind farewell video of British Airways staff.Fact Check: Fake news of Pakistan pilot urinating in F-16 cockpit shared as Dawn report,0,GOVERNMENT
"In Manipur bypolls, BJP wins 1 seat, leads in 2 others.BJP wins 15 seats in Ladakh Hill Council polls, Congress improves tally to 9",0,COVID-19
"Fact Check: Medals with undivided map of India were NOT given to soldiers participating in WW-II. Fact Check: No, these EVMs in Bihar were not meant for rigging polls",0,COVID-19
Congress panel meets tomorrow to chalk out floor strategy,1,ELECTION
"Fact Check: Reliance Jio is not selling food grains, sacks with Jio logos freely available",0,COVID-19
"HSVP to start demolition drive in Panchkula, first on list is Madrasi colony",1,GOVERNMENT
Dated Photo Of Rahul And Priyanka Gandhi Shared With Misleading Claim. Old Image Of Rajiv And Rahul Gandhi Revived With Misleading Claim,0,VIOLENCE
These amazing videos are NOT of Diwali celebration at naval base,0,VIOLENCE
"Meet Harivansh, the journalist who is now Deputy Chairman of the Rajya Sabha",1,ELECTION
Cops didn t beat this man for not serving them tea; here s...,0,POLITICS
Fact Check: Old Video Of Farmers Crawling On A Road Shared...,0,MISLEADING
"Mahesh Bhatt appears before NCW in sexual harassment case: As a father of three girls, I have the highest regard for the cause",1,VIOLENCE
14 injured in grenade attack outside DCP office in South Kashmir,1,TERROR
Kashmiri woman held for planning terror acts tests positive for COVID-19 in NIA custody,1,VIOLENCE
"Fact Check: No, Coronavirus does not spread through frozen food",0,MISLEADING
"No, Uri Has Not Been Declared Tax Free In Pakistan",0,COVID-19
"India object of anti-China policy of the West, Russia minister says",1,POLITICS
Army Man Behind The Viral Kerala Floods Video: Is He An 'Imposter'?,0,VIOLENCE
Bihar's Covid vaccine plan: Govt preparing to store 2.25 crore doses across state,0,COVID-19
Fact Check: Do these videos show crows flocking to Wuhan where Corona virus originated?.Fact Check: Does this video show Wuhan residents calling for help amid Corona virus outbreak?,0,MISLEADING
Fact Check: Kurnool SP did not issue any letter recently on Sugali Preethi s death case,0,MISLEADING
Bombay HC grants bail to Peter Mukerjea in Sheera Bora murder case,1,VIOLENCE
"No, these videos do not show Indian, Pakistani warplanes in Kashmir",0,VIOLENCE
Fact Check: Old picture of PM Modi with Kyrgyzstan President shared...,0,GOVERNMENT
"COVID-19: HC asks UGC, HRD Ministry to clear stand on final year exams in all varsities",1,TERROR
"Delhi, Kerala among 6 states with 61% cases",1,GOVERNMENT
"Hitler, is that you at Lok Kalyan Marg? : Cong mocks PM",1,ELECTION
Art Installation Video Viral Again As Cash Seized From DK Shivakumar,0,VIOLENCE
IAF chopper makes precautionary landing in Saharanpur,1,POLITICS
"Karnataka pubs, clubs, bars can serve liquor from September 1",1,GOVERNMENT
2017 Photo Of Dogs Lounging On Hospital Beds In Bihar Viral As Recent,0,VIOLENCE
"Journalists have died for their reporting in Indian-administered Kashmir. But since last year, few dare to print the truth",1,TERROR
Rajasthan Cabinet sticks to its demand for holding state assembly session,1,ELECTION
Can Chinese products be identified from the first three digits of....The placards in these images have been doctored to include pro-China messages,0,VIOLENCE
"UIDAI denies blocking anyone from their official Twitter accounts in an RTI response, Twitter users call it a bluff",0,POLITICS
"Fact Check: Did birds die in Italy due to Coronavirus, 5G...",0,MISLEADING
"Did Mithun Chakraborty adopt a child, which he found in the dustbin? Fact Check!",0,MISLEADING
Why Modi govt s spending record in last 2 years dampens Budget 2021 hopes,1,ELECTION
"Will pay Re 1 fine but don't accept SC judgment, will seek review: Prashant Bhushan",1,TERROR
BJP or Congress sympathisers? Identifying the Trump supporters who raised Indian flag at Capitol Hill,0,POLITICS
"Farmers refuse to budge, say will allow passenger trains after Centre allows good trains to Punjab",1,GOVERNMENT
AgustaWestland: ED raids 7 locations linked to Shravan Gupta,1,VIOLENCE
Viral Test: Did RSS give British Queen a guard of honour before Independence?,0,GOVERNMENT
"Explore possibility of accommodating outstation patients : Delhi HC tells govt, AIIMS",1,TERROR
CSIR-UGC NET examination put off in Northeast amid CAA protests,1,GOVERNMENT
"SC pulls up Delhi, Maharashtra governments for being irresponsible towards migrant workers during lockdown",1,GOVERNMENT
Shiv Sena hits out at Congress leaders who wrote letter to Sonia Gandhi,1,ELECTION
Ruler is one who creates wealth FM Nirmala Sitharaman quotes poet Thiruvalluvar again,1,ELECTION
India needs whole-of-govt approach to confront strategic uncertainties: Army Chief,1,COVID-19
Don t fall for this FAKE claim: Government has NOT launched Pradhanmantri...,0,VIOLENCE
The Problem With Blasphemy,1,TERROR
Nagpur bench of Bombay HC suspends 3-month RI awarded to minister by lower court,1,VIOLENCE
Boris Johnson signs Brexit deal after it passes through House of Commons,1,POLITICS
"Actor Sonu Sood gives 25,000 face shields for Maharashtra cops",1,VIOLENCE
Pulwama Attack: Old Encounter Video Falsely Shared As Indian Army's...,0,VIOLENCE
Nepal Parliament passes controversial Bill which validates country s claim on Indian Territory,1,POLITICS
ED summons Sanjay Raut s wife Varsha Raut to join investigation in PMC Bank scam,1,TRAD
Fact check: Four year old video of Chinese loudspeaker is not related to Ladakh standoff,0,VIOLENCE
"Students want pariksha pe charcha not khilone pe charcha from Modi, says Rahul Gandhi",1,GOVERNMENT
NGMA organises virtual tour to commemorate 159th birth anniversary of Rabindranath Tagore,1,POLITICS
Ahmedabad Mayor tweets picture from South Korea as Ahmedabad,0,GOVERNMENT
"False claim suggests Sunni Central Waqf Board to build Babri Hospital , appoint Dr Kafeel Khan",0,MISLEADING
Israel mourns true friend Sushant Singh Rajput s demise,1,VIOLENCE
"Every sector could decide cost, buyer; farmers couldn t. New laws will give freedom to trade: Narendra Singh Tomar",1,GOVERNMENT
"How Nitish put onus of solving Bihar s problem of stranded migrants, students on Modi govt",1,TRAD
Can a barcode tell Made in China products?,0,COVID-19
2013 Photo Of WB Chief Secretary Revived With COVID-19 Spin,0,VIOLENCE
"46 more test positive for COVID-19 in A&N Islands, tally 2,445",1,COVID-19
"This video actually shows a test of NASA s Space Shuttle Rocket Booster, not a rain clouds machine",0,GOVERNMENT
Fact Check: Has India?s imports from China increased by 27% in....Fuel Price Pinch In India: Viral Pic Claiming German Mass Protest Is...,0,VIOLENCE
"Fact Check: Conspiracy theory says Bill Gates-backed polio vaccine disabled 47,000 kids?.Fact Check: Conspiracy theory says Bill Gates-backed polio vaccine disabled 47,000 kids",0,MISLEADING
Islam Fast Facts,1,TERROR
AAP launches membership drive in Uttarakhand,1,TERROR
EC calls Bengal s chief electoral officer in New Delhi to discuss plans for Assembly polls,1,ELECTION
"Not subject to our provisions, says ICAO on Pak s airspace denial to PM Modi s flight",1,POLITICS
"Places most affected by coronavirus not situated on latitude 40 , misleading image viral",0,MISLEADING
Fact Check: False Claim Of Congress Leader Ayub Khan Marrying His Daughter Goes Viral,0,MISLEADING
"BJP mocks Rahul Gandhi for using strategy, strategic, strategically 34 times in 57 mins",1,POLITICS
Mamata Banerjee s speech clipped to portray her as religiously biased towards Muslims,0,VIOLENCE
"Haryana s Siwani takes step towards being Atmanirbhar with 10 MW solar park, to add another 30 MW",1,VIOLENCE
"From daily wage worker to billionaire, everyone pays taxes: Sisodia on Kangana s taxpayers remark",1,VIOLENCE
Army considering proposal to allow civilians in force for 3 years,1,TERROR
More than pho: 5 dishes every Hanoi visitor needs to try,1,COVID-19
"UP: Returning from Navratri event, 19-year-old woman gang-raped",1,GOVERNMENT
India evacuates 277 people from coronavirus-hit Iran; kept at Army facility in Jodhpur,1,COVID-19
2018 News Clipping On Measles Vaccine Side Effects Linked To COVID,0,COVID-19
"SC says Allahabad HC to monitor Hathras case, victim s family seeks trial in Delhi",1,VIOLENCE
"From 1905 Eden College Calcutta to 2019 Jamia, students voice remains iron backbone of democracy",1,GOVERNMENT
Was BJP IT Cell Head The First To Announce Date Of Karnataka Assembly Election?,0,POLITICS
"No, Ramdev's Patanjali Is Not Selling Chicken Masala Spice",0,MISLEADING
Viral Message Claiming RBI Cancelled Leaves Of Its Officers Is False,0,MISLEADING
"National Covid cases reach 82.67 lakh; recoveries surge to 76,03,121",1,COVID-19
Ad agency with BJP connection handles social media for Maharashtra Election Commission,0,GOVERNMENT
LS Passes Amendments To Bankruptcy Code; 7 Sections To Be Amended,1,TERROR
"Some poetry, many congratulations, silence from Shah how BJP reacted to AAP s Delhi sweep",1,ELECTION
Did four Dubai-returned youth deny Coronavirus test due to religious faith?....Fact Check: Did Hyderabad society members applaud a Gandhi Hospital doctor for her Covid-19 duty?,0,MISLEADING
"No one in Team Rahul can be a pillar like Ahmed Patel, Congress leaders say",0,POLITICS
